"345","mieszanka przypraw do kurczaka"
"346","masala"
"347","maliny"
"348","mleko"
"349","mleko zsiadłe"
"350","mleko w proszku"
"351","mleko skondensowane"
"352","mleko kokosowe"
"353","mleko ryżowe"
"354","mleko sojowe"
"355","mleko roślinne w proszku"
"356","mleko roślinne czekoladowe"
"357","maślanka"
"358","marcepan"
"359","maliny"
"360","masło"
"361","masło orzechowe"
"362","masło kakaowe"
"363","margaryna"
"364","muesli"
"365","miód"
"366","marmite"
"367","musztarda"
"368","miso (pasta)"
"369","majonez"
"370","majonez roślinny (sojowy)"
"371","maślaki"
"372","mango"
"373","mango z puszki"
"374","mandarynki"
"375","mandarynki z puszki"
"376","nektarynki"
"377","nori (wodorosty / glony)"
"378","nasiona kopru włoskiego"
"379","nasturcja (kwiat)"
"380","nasiona selera"
"381","nasiona chia"
"382","owoce"
"383","owoce jagodowe"
"384","ocet"
"385","ocet jabłkowy"
"386","ocet winny"
"387","ocet balsamiczny"
"388","ocet cydrowy"
"389","ocet malinowy"
"390","ocet ryżowy"
"391","oregano (lebiodka)"
"392","olej"
"393","olej rzepakowy"
"394","olej słonecznikowy"
"395","olej lniany"
"396","olej lniany rafinowany"
"397","olej sezamowy"
"398","oliwa extra vergine"
"399","olej arachidowy"
"400","olej kukurydziany"
"401","olej kokosowy"
"402","olej palmowy"
"403","olej ryżowy"
"404","olej z pestek winogron"
"405","olej / oliwa do smażenia"
"406","olej /oliwa zimnotłoczone"
"407","olej sałatkowy (np. z orzechow)"
"408","olej dyniowy"
"409","orzechy"
"410","orzechy włoskie"
"411","orzechy laskowe"
"412","orzechy ziemne (arachidowe)"
"413","orzechy nerkowca"
"414","orzechy pistacjowe"
"415","orzech kokosowy"
"416","orzechy makadamia"
"417","orzechy pekan"
"418","orzechy piniowe"
"419","orzechy brazylijskie"
"420","ogórek świeży"
"421","okra / ketmia jadalna (piżmowa)"
"422","otręby owsiane"
"423","otręby pszenne"
"424","owoce świeże"
"425","owoce suszone"
"426","owoce z puszki"
"427","owoce/ skórki kandyzowane (smażone)"
"428","owoce dzikiej róży"
"429","owies (ziarno)"
"430","otręby"
"431","oliwki"
"432","ogórek"
"433","ogórek kiszony"
"434","ogórek małosolny"
"435","ogórek konserwowy"
"436","ogórek korniszon"
"437","ocet"
"438","okara (miazga po robieniu mleka sojowego)"
"439","pietruszka (natka)"
"440","pigwa lub pigwowiec"
"441","parmezan"
"442","parmezan (ew. pecorino"
"443","płatki migdałowe"
"444","pomidory"
"445","pomidory z puszki"
"446","pomidory w proszku"
"447","pomidory suszone"
"448","przecier / pasta pomidorowa"
"449","papryka"
"450","pasternak"
"451","pietruszka (korzeń)"
"452","por"
"453","patison"
"454","pestki (słonecznik"
"455","pestki słonecznika"
"456","pestki dyni"
"457","pestki sezamowe"
"458","pestki lniane"
"459","pieczarki"
"460","proso"
"461","pszenica orkisz"
"462","pszenica (ziarno)"
"463","piwo"
"464","pomarańcze"
"465","plantany (banany kulinarne"
"466","papaja"
"467","physalis"
"468","pieczywo"
"469","popping z amarantusa"
"470","papier ryżowy"
"471","paluszki"
"472","pieczarki marynowane"
"473","pita"
"474","pieprz (czarny mielony)"
"475","pieprz w ziarenkach"
"476","pieprz kajeński / cayenne"
"477","pieprz biały"
"478","pieprz ziołowy"
"479","pieprz zielony"
"480","pieprz syczuański"
"481","pieprz cytrynowy"
"482","pieprz czerwony"
"483","przyprawa do szarlotki lub grzańca"
"484","papryka wędzona w proszku"
"485","papryka ostra / peperoncino"
"486","papryka ostra / jalapeno"
"487","papryka ostra / chili w proszku"
"488","papryka słodka w proszku"
"489","przyprawa do zup (maggi)"
"490","przyprawa kuchni włoskiej"
"491","przyprawa do sosu tzatziki"
"492","ajowan / ajwan"
"493","przyprawa orientalna (chińska 5 smaków)"
"494","przyprawa kuchni indyjskiej / masala"
"495","przyprawa do pierników"
"496","przyprawa marokańska ras-el-hanout"
"497","przyprawa do ziemniaków"
"498","przyprawa do zapiekanek lub pizzy"
"499","porzeczki"
"500","poziomki"
"501","proteina sojowa"
"502","parówki"
"503","pędy bambusa"
"504","papryka konserwowa"
"505","płatki owsiane"
"506","płatki kukurydziane"
"507","płatki jaglane"
"508","płatki zbożowe"
"509","płatki ryżowe"
"510","płatki jęczmienne"
"511","płatki pszenne"
"512","płatki żytnie"
"513","pasztet do pieczywa"
"514","pokrzywa"
"515","pektyna"
"516","proszek do pieczenia"
"517","polewa czekoladowa"
"518","płatki drożdżowe"
"519","przyprawy"
"520","pasta tamaryndowa"
"521","pesto"
"522","planta (margaryna)"
"523","prawdziwki / borowiki jadalne"
"524","podgrzybki"
"525","ryż"
"526","ryż brązowy"
"527","ryż do sushi (krótkoziarnisty)"
"528","ryż czarny"
"529","ryż dmuchany"
"530","ryż dziki"
"531","ryż basmati"
"532","ryż jaśminowy"
"533","ryż do risotto (np. arborio)"
"534","rzeżucha"
"535","rozmaryn"
"536","rukola / rokietta siewna"
"537","roszponka"
"538","rabarbar"
"539","rzodkiewki"
"540","rzodkiew biała / daikon"
"541","rzodkiew czarna / rzepa czarna"
"542","rzepa"
"543","rum"
"544","rodzynki"
"545","rośliny strączkowe"
"546","ricotta (ser)"
"547","rokitnik (owoce)"
"548","róża / płatki róży"
"549","rydze"
"550","suszony koperek lub natka"
"551","śliwki"
"552","ser biały / twaróg"
"553","ser żółty"
"554","ser topiony"
"555","ser żółty wędzony"
"556","ser kozi"
"557","ser owczy"
"558","ser feta"
"559","ser oscypek"
"560","ser bryndza"
"561","ser bundz"
"562","ser pleśniowy"
"563","ser pleśniowy (gorgonzola)"
"564","ser pleśniowy (roquefort)"
"565","ser pleśniowy (rokpol)"
"566","ser pleśniowy (brie)"
"567","ser mascarpone"
"568","serek śmietankowy / twarożek kanapkowy"
"569","serek homogenizowany"
"570","serek wiejski"
"571","solan (ser)"
"572","słodzik"
"573","słód"
"574","syrop klonowy"
"575","ślaz (ziarna)"
"576","szałwia"
"577","soczewica"
"578","soczewica brązowa"
"579","soczewica czerwona (pomarańczowa)"
"580","soczewica zielona"
"581","słód jęczmienny"
"582","syrop daktylowy / słód daktylowy"
"583","sałata"
"584","sałata lodowa"
"585","sałata czerwona radicchio"
"586","szpinak"
"587","sezam"
"588","słonecznik (pestki)"
"589","shiitake"
"590","szpinak"
"591","szpinak mrożony"
"592","sake"
"593","sherry"
"594","szampan lub wino musujące"
"595","sok malinowy"
"596","sok truskawkowy"
"597","sok ananasowy"
"598","sok jabłkowy"
"599","sok wiśniowy"
"600","sok z aronii"
"601","sok owocowy"
"602","sok z buraków"
"603","sok pomidorowy"
"604","sok marchwiowy"
"605","syrop (koncentrat) wiśniowy"
"606","syrop (koncentrat) malinowy"
"607","syrop (koncentrat) owocowy"
"608","semolina - mąka z pszenicy durum"
"609","suszone banany"
"610","śliwki suszone"
"611","skrobia kukurydziana"
"612","skrobia ziemniaczana"
"613","suchary"
"614","sól"
"615","sól morska"
"616","sól gruboziarnista"
"617","sól czosnkowa"
"618","sól ziołowa"
"619","sól warzywna"
"620","sól cebulowa"
"621","sól selerowa"
"622","sól himalajska"
"623","sól szara (nieoczyszczana"
"624","sól czarna (sól jajeczna)"
"625","sól gorzka / sól angielska / siarczan magnezu"
"626","sos sojowy"
"627","sos tabasco"
"628","sos chili"
"629","sos worcestershire"
"630","sos Teriyaki (Teriaki)"
"631","sos winegret"
"632","sos serowy"
"633","sos tatarski"
"634","salsa (zimny sos warzywny)"
"635","szczypiorek / szczypior cebuli"
"636","szafran"
"637","sambal oelek (ostra pasta indonezyjska)"
"638","śmietana"
"639","śmietana 12"
"640","śmietana 18"
"641","śmietana 30"
"642","śmietana roślinna"
"643","śmietan-fix"
"644","serwatka"
"645","seitan"
"646","szparagi"
"647","szparagi konserwowe"
"648","soja"
"649","soja konserwowa"
"650","soja konserwowa"
"651","soczewica z puszki"
"652","seler"
"653","seler naciowy"
"654","seler konserwowy"
"655","szczaw"
"656","soda oczyszczona"
"657","susz warzywny"
"658","spirulina"
"659","syrop do kawy waniliowy"
"660","syrop do kawy orzechowy"
"661","tymianek / macierzanka"
"662","trybula"
"663","topinambur"
"664","truskawki mrożone"
"665","trawa cytrynowa"
"666","tamari (przyprawa podobna do sosu sojowego)"
"667","truskawki"
"668","tempeh"
"669","tofu"
"670","tofu naturalne (miękkie)"
"671","tofu smakowe wędzone"
"672","tofu smakowe marynowane"
"673","tofu jedwabiste (silk tofu)"
"674","tofu feta / tofu sałatkowe"
"675","tortilla"
"676","tarnina / śliwa tarnina"
"677","trufle"
"678","tapioka"
"679","tłuszcz"
"680","tahini (pasta z sezamu)"
"681","urid dal / urad dal / czarna soczewica"
"682","wiśnie"
"683","wiśnie mrożone"
"684","wiśnie kandyzowane"
"685","winogrona"
"686","winogrona (młode liście)"
"687","włoszczyzna"
"688","wołowiny bez kości"
"689","wiórki / płatki kokosowe"
"690","wódka"
"691","wino białe"
"692","wino czerwone"
"693","wino owocowe"
"694","wiśniówka"
"695","winiak / brandy"
"696","winiak / koniak"
"697","winiak / śliwowica"
"698","wakame (wodorosty / glony)"
"699","wafle"
"700","wanilia"
"701","wanilia (laska wanilii)"
"702","wasabi (japoński"
"703","warzywa świeże"
"704","warzywa mrożone"
"705","warzywa suszone / liofilizowane"
"706","warzywa marynowane"
"707","warzywa konserwowe"
"708","wodorosty (glony)"
"709","woda/ napój gazowany"
"710","woda różana"
"711","yerba mate (jerba)"
"712","zielone pomidory"
"713","ziemniaki"
"714","ziele angielskie"
"715","zioła"
"716","zioła prowansalskie"
"717","żurawina"
"718","żurawina (suszona)"
"719","zakwas do chleba"
"720","zakwas do chleba pszenny"
"721","zakwas do chleba żytni"
"722","zielenina"
"723","żyto (ziarno)"
"724","zboże (ziarna zbóż)"
"725","zarodki zbożowe"
"726","żelfix / dżemix / cukier żelujący"
"727","żur (kiszony)"
"728","zmielone / tarte orzechy / migdały"
